date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,recovered,suspects,tests,tests_per_100k_inhabitants
2020-03-31,Brazil,CE,TOTAL,2,7,19,401,7,390,0.07665,4.39111,0.01746,,4129,,
2020-03-31,Brazil,DF,TOTAL,1,3,21,333,3,332,0.09949,11.04379,0.00901,1,,,
2020-03-31,Brazil,ES,TOTAL,0,0,12,97,0,84,0.00000,2.41375,0.00000,12,1013,,
2020-03-31,Brazil,GO,TOTAL,0,1,4,65,1,65,0.01425,0.92614,0.01538,,2546,,
2020-03-31,Brazil,MA,TOTAL,0,1,21,51,1,31,0.01413,0.72083,0.01961,,754,,
2020-03-31,Brazil,MG,TOTAL,1,2,14,275,2,275,0.00945,1.29908,0.00727,,34224,,
2020-03-31,Brazil,MS,TOTAL,1,1,4,48,1,48,0.03598,1.72725,0.02083,,,,
2020-03-31,Brazil,MT,TOTAL,0,0,7,25,0,25,0.00000,0.71747,0.00000,,326,,
2020-03-31,Brazil,PA,TOTAL,0,0,8,34,0,32,0.00000,0.39522,0.00000,,33,,
2020-03-31,Brazil,PB,TOTAL,1,1,1,18,0,17,0.02489,0.44797,0.05556,3,90,,
2020-03-31,Brazil,PE,TOTAL,0,6,9,87,6,87,0.06278,0.91032,0.06897,9,,,
2020-03-31,Brazil,PI,TOTAL,0,4,0,18,4,18,0.12220,0.54992,0.22222,,348,,
2020-03-31,Brazil,PR,TOTAL,0,3,25,185,3,179,0.02624,1.61799,0.01622,7,521,,
2020-03-31,Brazil,RJ,TOTAL,5,23,51,708,23,708,0.13322,4.10080,0.03249,1,4471,,
2020-03-31,Brazil,RN,TOTAL,0,1,5,82,1,82,0.02852,2.33828,0.01220,1,1836,,
2020-03-31,Brazil,RO,TOTAL,0,1,1,9,1,8,0.05627,0.50641,0.11111,,,,
2020-03-31,Brazil,RR,TOTAL,0,0,0,16,0,16,0.00000,2.64131,0.00000,,29,,
2020-03-31,Brazil,RS,TOTAL,0,4,51,305,4,274,0.03516,2.68079,0.01311,3,258,,
2020-03-31,Brazil,SC,TOTAL,0,2,16,235,2,219,0.02791,3.27993,0.00851,,325,,
2020-03-31,Brazil,SE,TOTAL,0,0,1,19,0,19,0.00000,0.82656,0.00000,,,,
2020-03-31,Brazil,SP,TOTAL,23,136,822,2339,136,2339,0.29617,5.09375,0.05814,1,12000,,
2020-03-31,Brazil,TO,TOTAL,0,0,1,12,0,11,0.00000,0.76294,0.00000,,,,
2020-03-31,Brazil,TOTAL,TOTAL,36,202,1161,5824,201,5717,0.09612,2.77139,0.03468,66,63722,,
2020-04-01,Brazil,AC,TOTAL,0,0,1,43,0,43,0.00000,4.87564,0.00000,10,41,,
2020-04-01,Brazil,AL,TOTAL,0,1,0,18,1,18,0.02996,0.53935,0.05556,1,274,,
2020-04-01,Brazil,AM,TOTAL,0,3,25,200,3,200,0.07238,4.82556,0.01500,1,121,,
2020-04-01,Brazil,AP,TOTAL,0,0,1,11,0,11,0.00000,1.30065,0.00000,,383,,
2020-04-01,Brazil,BA,TOTAL,0,2,29,246,2,246,0.01345,1.65400,0.00813,16,,,
2020-04-01,Brazil,CE,TOTAL,2,9,44,445,8,444,0.09855,4.87293,0.02022,,4129,,
2020-04-01,Brazil,DF,TOTAL,1,4,37,370,3,355,0.13266,12.27088,0.01081,1,,,
2020-04-01,Brazil,ES,TOTAL,0,0,23,120,0,96,0.00000,2.98608,0.00000,12,1013,,
2020-04-01,Brazil,GO,TOTAL,0,1,8,73,1,71,0.01425,1.04013,0.01370,,2333,,
2020-04-01,Brazil,MA,TOTAL,0,1,19,70,1,54,0.01413,0.98937,0.01429,12,774,,
2020-04-01,Brazil,MG,TOTAL,1,3,39,314,3,314,0.01417,1.48332,0.00955,,34018,,
2020-04-01,Brazil,MS,TOTAL,0,1,3,51,1,51,0.03598,1.83520,0.01961,,39,,
2020-04-01,Brazil,MT,TOTAL,0,0,3,28,0,27,0.00000,0.80357,0.00000,,326,,
2020-04-01,Brazil,PA,TOTAL,1,1,7,41,0,40,0.01162,0.47659,0.02439,,81,,
2020-04-01,Brazil,PB,TOTAL,0,1,3,21,1,20,0.02489,0.52263,0.04762,3,90,,
2020-04-01,Brazil,PE,TOTAL,2,8,8,95,8,95,0.08371,0.99403,0.08421,9,,,
2020-04-01,Brazil,PI,TOTAL,0,4,1,19,4,18,0.12220,0.58047,0.21053,,256,,
2020-04-01,Brazil,PR,TOTAL,0,3,44,229,3,224,0.02624,2.00281,0.01310,7,521,,
2020-04-01,Brazil,RJ,TOTAL,5,28,124,832,28,832,0.16218,4.81901,0.03365,1,4471,,
2020-04-01,Brazil,RN,TOTAL,1,2,10,92,2,92,0.05703,2.62343,0.02174,1,1836,,
2020-04-01,Brazil,RO,TOTAL,0,1,0,9,1,9,0.05627,0.50641,0.11111,,,,
2020-04-01,Brazil,RR,TOTAL,0,0,10,26,0,22,0.00000,4.29212,0.00000,,29,,
2020-04-01,Brazil,RS,TOTAL,1,5,11,316,4,306,0.04395,2.77748,0.01582,3,258,,
2020-04-01,Brazil,SC,TOTAL,0,2,12,247,2,235,0.02791,3.44742,0.00810,,325,,
2020-04-01,Brazil,SE,TOTAL,0,0,3,22,0,20,0.00000,0.95706,0.00000,,,,
2020-04-01,Brazil,SP,TOTAL,28,164,642,2981,164,2981,0.35715,6.49186,0.05502,1,12000,,
2020-04-01,Brazil,TO,TOTAL,0,0,0,12,0,12,0.00000,0.76294,0.00000,,,,
2020-04-01,Brazil,TOTAL,TOTAL,42,244,1107,6931,240,6836,0.11611,3.29817,0.03520,78,63318,,
2020-04-02,Brazil,AC,TOTAL,0,0,2,45,0,43,0.00000,5.10242,0.00000,10,41,,
2020-04-02,Brazil,AL,TOTAL,0,1,0,18,1,18,0.02996,0.53935,0.05556,1,274,,
2020-04-02,Brazil,AM,TOTAL,0,3,29,229,3,229,0.07238,5.52527,0.01310,1,121,,
2020-04-02,Brazil,AP,TOTAL,0,0,1,12,0,11,0.00000,1.41889,0.00000,,512,,
2020-04-02,Brazil,BA,TOTAL,1,3,21,267,3,267,0.02017,1.79519,0.01124,16,,,
2020-04-02,Brazil,CE,TOTAL,11,20,120,565,20,550,0.21901,6.18698,0.03540,,4200,,
2020-04-02,Brazil,DF,TOTAL,1,5,30,400,4,370,0.16582,13.26582,0.01250,1,,,
2020-04-02,Brazil,ES,TOTAL,2,2,19,139,1,120,0.04977,3.45887,0.01439,12,737,,
2020-04-02,Brazil,GO,TOTAL,0,1,0,73,1,73,0.01425,1.04013,0.01370,,2333,,
2020-04-02,Brazil,MA,TOTAL,0,1,10,80,1,71,0.01413,1.13071,0.01250,12,913,,
2020-04-02,Brazil,MG,TOTAL,1,4,56,370,4,370,0.01890,1.74786,0.01081,,39084,,
2020-04-02,Brazil,MS,TOTAL,0,1,2,53,1,53,0.03598,1.90717,0.01887,,39,,
2020-04-02,Brazil,MT,TOTAL,0,0,13,41,0,36,0.00000,1.17665,0.00000,,326,,
2020-04-02,Brazil,PA,TOTAL,0,1,8,49,1,46,0.01162,0.56958,0.02041,,81,,
2020-04-02,Brazil,PB,TOTAL,0,1,8,29,1,21,0.02489,0.72173,0.03448,3,90,,
2020-04-02,Brazil,PE,TOTAL,1,9,11,106,9,106,0.09417,1.10913,0.08491,9,,,
2020-04-02,Brazil,PI,TOTAL,0,4,0,19,4,19,0.12220,0.58047,0.21053,,268,,
2020-04-02,Brazil,PR,TOTAL,1,4,29,258,4,252,0.03498,2.25644,0.01550,7,521,,
2020-04-02,Brazil,RJ,TOTAL,13,41,160,992,41,992,0.23748,5.74575,0.04133,1,4471,,
2020-04-02,Brazil,RN,TOTAL,0,2,14,106,2,105,0.05703,3.02265,0.01887,1,2153,,
2020-04-02,Brazil,RO,TOTAL,0,1,1,10,1,10,0.05627,0.56267,0.10000,,,,
2020-04-02,Brazil,RR,TOTAL,0,0,4,30,0,26,0.00000,4.95245,0.00000,,14,,
2020-04-02,Brazil,RS,TOTAL,0,5,70,386,5,334,0.04395,3.39274,0.01295,3,258,,
2020-04-02,Brazil,SC,TOTAL,3,5,34,281,2,247,0.06979,3.92196,0.01779,,325,,
2020-04-02,Brazil,SE,TOTAL,2,2,2,24,2,23,0.08701,1.04407,0.08333,,,,
2020-04-02,Brazil,SP,TOTAL,24,188,525,3506,188,3506,0.40942,7.63518,0.05362,1,12000,,
2020-04-02,Brazil,TO,TOTAL,0,0,0,12,0,12,0.00000,0.76294,0.00000,,,,
2020-04-02,Brazil,TOTAL,TOTAL,60,304,1169,8100,299,7910,0.14466,3.85444,0.03753,78,68761,,
2020-04-03,Brazil,AC,TOTAL,0,0,1,46,0,46,0.00000,5.21580,0.00000,10,41,,
2020-04-03,Brazil,AL,TOTAL,1,2,5,23,2,22,0.05993,0.68917,0.08696,1,274,,
2020-04-03,Brazil,AM,TOTAL,4,7,31,260,7,260,0.16889,6.27323,0.02692,1,121,,
2020-04-03,Brazil,AP,TOTAL,0,0,7,19,0,19,0.00000,2.24658,0.00000,,512,,
2020-04-03,Brazil,BA,TOTAL,3,6,23,290,5,282,0.04034,1.94983,0.02069,16,,,
2020-04-03,Brazil,CE,TOTAL,2,22,93,658,22,627,0.24091,7.20537,0.03343,,4200,,
2020-04-03,Brazil,DF,TOTAL,1,6,19,419,5,402,0.19899,13.89595,0.01432,1,,,
2020-04-03,Brazil,ES,TOTAL,3,5,14,153,4,139,0.12442,3.80725,0.03268,12,737,,
2020-04-03,Brazil,GO,TOTAL,1,2,15,88,2,88,0.02850,1.25386,0.02273,,2333,,
2020-04-03,Brazil,MA,TOTAL,0,1,7,87,1,81,0.01413,1.22965,0.01149,12,913,,
2020-04-03,Brazil,MG,TOTAL,2,6,27,397,6,397,0.02834,1.87540,0.01511,,41399,,
2020-04-03,Brazil,MS,TOTAL,0,1,7,60,1,60,0.03598,2.15906,0.01667,,39,,
2020-04-03,Brazil,MT,TOTAL,1,1,3,44,1,44,0.02870,1.26275,0.02273,,326,,
2020-04-03,Brazil,PA,TOTAL,0,1,26,75,1,50,0.01162,0.87180,0.01333,,60,,
2020-04-03,Brazil,PB,TOTAL,0,1,3,32,1,29,0.02489,0.79639,0.03125,3,90,,
2020-04-03,Brazil,PE,TOTAL,1,10,30,136,10,136,0.10463,1.42303,0.07353,9,,,
2020-04-03,Brazil,PI,TOTAL,0,4,3,22,4,21,0.12220,0.67212,0.18182,,268,,
2020-04-03,Brazil,PR,TOTAL,1,5,49,307,4,301,0.04373,2.68498,0.01629,7,521,,
2020-04-03,Brazil,RJ,TOTAL,6,47,82,1074,47,1074,0.27223,6.22070,0.04376,1,4471,,
2020-04-03,Brazil,RN,TOTAL,2,4,70,176,4,176,0.11406,5.01874,0.02273,1,2288,,
2020-04-03,Brazil,RO,TOTAL,0,1,0,10,1,10,0.05627,0.56267,0.10000,,,,
2020-04-03,Brazil,RR,TOTAL,1,1,7,37,0,30,0.16508,6.10802,0.02703,,14,,
2020-04-03,Brazil,RS,TOTAL,1,6,24,410,5,396,0.05274,3.60369,0.01463,3,258,,
2020-04-03,Brazil,SC,TOTAL,0,5,20,301,5,281,0.06979,4.20110,0.01661,,325,,
2020-04-03,Brazil,SE,TOTAL,0,2,3,27,2,25,0.08701,1.17458,0.07407,,,,
2020-04-03,Brazil,SP,TOTAL,31,219,542,4048,219,4048,0.47693,8.81551,0.05410,1,12000,,
2020-04-03,Brazil,TO,TOTAL,0,0,1,13,0,12,0.00000,0.82652,0.00000,,,,
2020-04-03,Brazil,TOTAL,TOTAL,61,365,1112,9212,359,9056,0.17369,4.38360,0.03962,78,71190,,
2020-04-04,Brazil,AC,TOTAL,0,0,0,46,0,46,0.00000,5.21580,0.00000,10,41,,
2020-04-04,Brazil,AL,TOTAL,0,2,0,23,2,23,0.05993,0.68917,0.08696,1,274,,
2020-04-04,Brazil,AM,TOTAL,5,12,51,311,12,311,0.28953,7.50375,0.03859,1,121,,
2020-04-04,Brazil,AP,TOTAL,1,1,10,29,1,28,0.11824,3.42899,0.03448,,512,,
2020-04-04,Brazil,BA,TOTAL,1,7,46,336,7,332,0.04706,2.25912,0.02083,16,,,
2020-04-04,Brazil,CE,TOTAL,1,23,87,745,22,730,0.25186,8.15806,0.03087,,4200,,
2020-04-04,Brazil,DF,TOTAL,1,7,37,456,7,454,0.23215,15.12303,0.01535,1,,,
2020-04-04,Brazil,ES,TOTAL,1,6,13,166,5,153,0.14930,4.13074,0.03614,12,767,,
2020-04-04,Brazil,GO,TOTAL,0,2,15,103,2,103,0.02850,1.46758,0.01942,,2333,,
2020-04-04,Brazil,MA,TOTAL,1,2,8,95,1,88,0.02827,1.34272,0.02105,12,913,,
2020-04-04,Brazil,MG,TOTAL,0,6,33,430,6,430,0.02834,2.03129,0.01395,,44528,,
2020-04-04,Brazil,MS,TOTAL,0,1,2,62,1,62,0.03598,2.23103,0.01613,,41,,
2020-04-04,Brazil,MT,TOTAL,0,1,16,60,1,56,0.02870,1.72193,0.01667,,326,,
2020-04-04,Brazil,PA,TOTAL,0,1,7,82,1,80,0.01162,0.95317,0.01220,,116,,
2020-04-04,Brazil,PB,TOTAL,2,3,2,34,2,32,0.07466,0.84617,0.08824,3,90,,
2020-04-04,Brazil,PE,TOTAL,4,14,40,176,14,176,0.14649,1.84157,0.07955,9,,,
2020-04-04,Brazil,PI,TOTAL,0,4,2,24,4,22,0.12220,0.73322,0.16667,,268,,
2020-04-04,Brazil,PR,TOTAL,2,7,94,401,6,395,0.06122,3.50710,0.01746,7,521,,
2020-04-04,Brazil,RJ,TOTAL,11,58,172,1246,58,1246,0.33594,7.21694,0.04655,1,4471,,
2020-04-04,Brazil,RN,TOTAL,1,5,36,212,5,212,0.14258,6.04531,0.02358,1,2261,,
2020-04-04,Brazil,RO,TOTAL,0,1,1,11,1,11,0.05627,0.61894,0.09091,,,,
2020-04-04,Brazil,RR,TOTAL,0,1,5,42,1,37,0.16508,6.93343,0.02381,,14,,
2020-04-04,Brazil,RS,TOTAL,1,7,8,418,6,410,0.06153,3.67400,0.01675,3,258,,
2020-04-04,Brazil,SC,TOTAL,5,10,55,356,5,334,0.13957,4.96874,0.02809,,325,,
2020-04-04,Brazil,SE,TOTAL,1,3,5,32,2,27,0.13051,1.39209,0.09375,,,,
2020-04-04,Brazil,SP,TOTAL,41,260,418,4466,260,4466,0.56621,9.72581,0.05822,1,12000,,
2020-04-04,Brazil,TO,TOTAL,0,0,3,16,0,14,0.00000,1.01725,0.00000,,,,
2020-04-04,Brazil,TOTAL,TOTAL,79,444,1166,10378,432,10278,0.21128,4.93844,0.04278,78,74380,,
2020-04-05,Brazil,AC,TOTAL,0,0,2,48,0,48,0.00000,5.44258,0.00000,10,41,,
2020-04-05,Brazil,AL,TOTAL,0,2,5,28,2,28,0.05993,0.83899,0.07143,1,274,,
2020-04-05,Brazil,AM,TOTAL,3,15,106,417,14,417,0.36192,10.06129,0.03597,1,121,,
2020-04-05,Brazil,AP,TOTAL,1,2,3,32,2,29,0.23648,3.78371,0.06250,,512,,
2020-04-05,Brazil,BA,TOTAL,2,9,65,401,9,401,0.06051,2.69615,0.02244,16,,,
2020-04-05,Brazil,CE,TOTAL,12,35,218,963,26,823,0.38326,10.54525,0.03634,,3890,,
2020-04-05,Brazil,DF,TOTAL,0,7,12,468,7,468,0.23215,15.52101,0.01496,1,,,
2020-04-05,Brazil,ES,TOTAL,0,6,28,194,6,166,0.14930,4.82749,0.03093,38,758,,
2020-04-05,Brazil,GO,TOTAL,1,3,12,115,3,115,0.04275,1.63856,0.02609,,2333,,
2020-04-05,Brazil,MA,TOTAL,0,2,37,132,2,96,0.02827,1.86568,0.01515,12,913,,
2020-04-05,Brazil,MG,TOTAL,0,6,68,498,6,498,0.02834,2.35252,0.01205,,47018,,
2020-04-05,Brazil,MS,TOTAL,0,1,3,65,1,65,0.03598,2.33898,0.01538,,41,,
2020-04-05,Brazil,MT,TOTAL,0,1,0,60,1,60,0.02870,1.72193,0.01667,,326,,
2020-04-05,Brazil,PA,TOTAL,0,1,4,86,1,86,0.01162,0.99967,0.01163,,116,,
2020-04-05,Brazil,PB,TOTAL,1,4,1,35,4,34,0.09955,0.87105,0.11429,3,90,,
2020-04-05,Brazil,PE,TOTAL,7,21,25,201,21,201,0.21973,2.10315,0.10448,9,,,
2020-04-05,Brazil,PI,TOTAL,0,4,0,24,4,23,0.12220,0.73322,0.16667,,268,,
2020-04-05,Brazil,PR,TOTAL,3,10,44,445,9,438,0.08746,3.89192,0.02247,7,183,,
2020-04-05,Brazil,RJ,TOTAL,6,64,148,1394,64,1394,0.37069,8.07417,0.04591,1,,,
2020-04-05,Brazil,RN,TOTAL,2,7,34,246,7,242,0.19961,7.01484,0.02846,1,2261,,
2020-04-05,Brazil,RO,TOTAL,0,1,3,14,1,12,0.05627,0.78774,0.07143,,,,
2020-04-05,Brazil,RR,TOTAL,0,1,0,42,1,42,0.16508,6.93343,0.02381,,14,,
2020-04-05,Brazil,RS,TOTAL,0,7,50,468,7,418,0.06153,4.11348,0.01496,3,,,
2020-04-05,Brazil,SC,TOTAL,0,10,23,379,10,357,0.13957,5.28976,0.02639,,325,,
2020-04-05,Brazil,SE,TOTAL,0,3,0,32,3,32,0.13051,1.39209,0.09375,,,,
2020-04-05,Brazil,SP,TOTAL,15,275,154,4620,275,4620,0.59888,10.06118,0.05952,1,12000,,
2020-04-05,Brazil,TO,TOTAL,0,0,1,17,0,17,0.00000,1.08083,0.00000,,,,
2020-04-05,Brazil,TOTAL,TOTAL,53,497,1046,11424,486,11130,0.23650,5.43619,0.04350,104,71484,,
2020-04-06,Brazil,AC,TOTAL,1,1,2,50,0,50,0.11339,5.66935,0.02000,10,41,,
2020-04-06,Brazil,AL,TOTAL,0,2,3,31,2,31,0.05993,0.92888,0.06452,1,274,,
2020-04-06,Brazil,AM,TOTAL,4,19,115,532,19,532,0.45843,12.83599,0.03571,1,121,,
2020-04-06,Brazil,AP,TOTAL,0,2,7,39,2,34,0.23648,4.61140,0.05128,,512,,
2020-04-06,Brazil,BA,TOTAL,1,10,36,437,10,431,0.06724,2.93820,0.02288,63,,,
2020-04-06,Brazil,CE,TOTAL,1,36,83,1046,29,1013,0.39421,11.45413,0.03442,,3684,,
2020-04-06,Brazil,DF,TOTAL,3,10,17,485,10,473,0.33165,16.08481,0.02062,148,75,,
2020-04-06,Brazil,ES,TOTAL,0,6,15,209,6,194,0.14930,5.20075,0.02871,38,801,,
2020-04-06,Brazil,GO,TOTAL,2,5,4,119,5,119,0.07124,1.69555,0.04202,,2333,,
2020-04-06,Brazil,MA,TOTAL,2,4,39,171,2,133,0.05654,2.41690,0.02339,12,913,,
2020-04-06,Brazil,MG,TOTAL,3,9,27,525,9,525,0.04252,2.48007,0.01714,,47715,,
2020-04-06,Brazil,MS,TOTAL,0,1,1,66,1,66,0.03598,2.37497,0.01515,,63,,
2020-04-06,Brazil,MT,TOTAL,0,1,16,76,1,76,0.02870,2.18111,0.01316,13,326,,
2020-04-06,Brazil,PA,TOTAL,4,5,37,123,3,102,0.05812,1.42976,0.04065,,106,,
2020-04-06,Brazil,PB,TOTAL,0,4,1,36,4,35,0.09955,0.89594,0.11111,9,90,,
2020-04-06,Brazil,PE,TOTAL,9,30,22,223,30,223,0.31390,2.33335,0.13453,25,,,
2020-04-06,Brazil,PI,TOTAL,0,4,2,26,4,23,0.12220,0.79432,0.15385,,251,,
2020-04-06,Brazil,PR,TOTAL,4,14,21,466,11,458,0.12244,4.07558,0.03004,7,156,,
2020-04-06,Brazil,RJ,TOTAL,7,71,67,1461,71,1461,0.41124,8.46223,0.04860,1,,,
2020-04-06,Brazil,RN,TOTAL,0,7,0,246,7,246,0.19961,7.01484,0.02846,1,2261,,
2020-04-06,Brazil,RO,TOTAL,0,1,4,18,1,14,0.05627,1.01281,0.05556,8,18,,
2020-04-06,Brazil,RR,TOTAL,0,1,0,42,1,42,0.16508,6.93343,0.02381,,3,,
2020-04-06,Brazil,RS,TOTAL,1,8,33,501,7,481,0.07032,4.40353,0.01597,3,,,
2020-04-06,Brazil,SC,TOTAL,1,11,38,417,10,379,0.15353,5.82013,0.02638,,325,,
2020-04-06,Brazil,SE,TOTAL,1,4,0,32,4,32,0.17401,1.39209,0.12500,14,,,
2020-04-06,Brazil,SP,TOTAL,29,304,246,4866,304,4866,0.66203,10.59691,0.06247,1,12000,,
2020-04-06,Brazil,TO,TOTAL,0,0,2,19,0,17,0.00000,1.20799,0.00000,,,,
2020-04-06,Brazil,TOTAL,TOTAL,73,570,838,12262,553,12056,0.27124,5.83496,0.04649,355,72068,,
2020-04-07,Brazil,AC,TOTAL,1,2,0,50,1,50,0.22677,5.66935,0.04000,10,41,,
2020-04-07,Brazil,AL,TOTAL,0,2,3,34,2,32,0.05993,1.01877,0.05882,1,308,,
2020-04-07,Brazil,AM,TOTAL,4,23,104,636,23,636,0.55494,15.34528,0.03616,1,121,,
2020-04-07,Brazil,AP,TOTAL,0,2,12,51,2,48,0.23648,6.03029,0.03922,23,670,,
2020-04-07,Brazil,BA,TOTAL,4,14,25,462,12,456,0.09413,3.10629,0.03030,106,,,
2020-04-07,Brazil,CE,TOTAL,4,40,143,1189,31,1051,0.43802,13.02004,0.03364,,9059,,
2020-04-07,Brazil,DF,TOTAL,2,12,18,503,12,492,0.39797,16.68177,0.02386,148,75,,
2020-04-07,Brazil,ES,TOTAL,0,6,18,227,6,209,0.14930,5.64866,0.02643,38,871,,
2020-04-07,Brazil,GO,TOTAL,0,5,14,133,5,133,0.07124,1.89503,0.03759,,2657,,
2020-04-07,Brazil,MA,TOTAL,7,11,58,229,4,172,0.15547,3.23667,0.04803,45,1372,,
2020-04-07,Brazil,MG,TOTAL,2,11,34,559,11,559,0.05196,2.64068,0.01968,,49652,,
2020-04-07,Brazil,MS,TOTAL,1,2,14,80,2,80,0.07197,2.87875,0.02500,,26,,
2020-04-07,Brazil,MT,TOTAL,0,1,2,78,1,78,0.02870,2.23851,0.01282,13,326,,
2020-04-07,Brazil,PA,TOTAL,0,5,31,154,5,138,0.05812,1.79010,0.03247,,98,,
2020-04-07,Brazil,PB,TOTAL,0,4,5,41,4,36,0.09955,1.02038,0.09756,9,1091,,
2020-04-07,Brazil,PE,TOTAL,4,34,129,352,34,352,0.35576,3.68314,0.09659,32,,,
2020-04-07,Brazil,PI,TOTAL,1,5,5,31,4,28,0.15275,0.94708,0.16129,,221,,
2020-04-07,Brazil,PR,TOTAL,1,15,45,511,15,503,0.13119,4.46914,0.02935,121,286,,
2020-04-07,Brazil,RJ,TOTAL,18,89,227,1688,89,1688,0.51550,9.77704,0.05273,1,,,
2020-04-07,Brazil,RN,TOTAL,1,8,8,254,8,254,0.22812,7.24296,0.03150,1,2430,,
2020-04-07,Brazil,RO,TOTAL,0,1,5,23,1,18,0.05627,1.29415,0.04348,8,31,,
2020-04-07,Brazil,RR,TOTAL,0,1,7,49,1,42,0.16508,8.08900,0.02041,,3,,
2020-04-07,Brazil,RS,TOTAL,0,8,54,555,8,508,0.07032,4.87816,0.01441,3,,,
2020-04-07,Brazil,SC,TOTAL,4,15,40,457,11,417,0.20936,6.37842,0.03282,,,,
2020-04-07,Brazil,SE,TOTAL,0,4,4,36,4,36,0.17401,1.56611,0.11111,14,,,
2020-04-07,Brazil,SP,TOTAL,67,371,816,5682,371,5682,0.80794,12.37395,0.06529,1,17000,,
2020-04-07,Brazil,TO,TOTAL,0,0,0,19,0,19,0.00000,1.20799,0.00000,,,,
2020-04-07,Brazil,TOTAL,TOTAL,121,691,1821,14083,667,13717,0.32882,6.70150,0.04907,575,86338,,
2020-04-08,Brazil,AC,TOTAL,0,2,8,58,2,54,0.22677,6.57645,0.03448,37,73,,
2020-04-08,Brazil,AL,TOTAL,1,3,3,37,2,37,0.08989,1.10866,0.08108,1,261,,
2020-04-08,Brazil,AM,TOTAL,7,30,168,804,30,804,0.72383,19.39875,0.03731,1,121,,
2020-04-08,Brazil,AP,TOTAL,0,2,56,107,2,107,0.23648,12.65178,0.01869,23,670,,
2020-04-08,Brazil,BA,TOTAL,4,18,53,515,15,497,0.12102,3.46264,0.03495,106,,,
2020-04-08,Brazil,CE,TOTAL,17,57,205,1394,43,1291,0.62417,15.26487,0.04089,,9387,,
2020-04-08,Brazil,DF,TOTAL,0,12,6,509,12,509,0.39797,16.88075,0.02358,148,75,,
2020-04-08,Brazil,ES,TOTAL,0,6,46,273,6,227,0.14930,6.79333,0.02198,38,871,,
2020-04-08,Brazil,GO,TOTAL,2,7,26,159,7,158,0.09974,2.26549,0.04403,,2657,,
2020-04-08,Brazil,MA,TOTAL,1,12,43,272,11,230,0.16961,3.84442,0.04412,45,1372,,
2020-04-08,Brazil,MG,TOTAL,3,14,55,614,14,614,0.06614,2.90050,0.02280,,51640,,
2020-04-08,Brazil,MS,TOTAL,0,2,5,85,2,85,0.07197,3.05867,0.02353,7,43,,
2020-04-08,Brazil,MT,TOTAL,0,1,12,90,1,90,0.02870,2.58289,0.01111,13,326,,
2020-04-08,Brazil,PA,TOTAL,1,6,13,167,6,167,0.06974,1.94121,0.03593,,98,,
2020-04-08,Brazil,PB,TOTAL,3,7,14,55,4,41,0.17421,1.36880,0.12727,9,1091,,
2020-04-08,Brazil,PE,TOTAL,12,46,49,401,46,401,0.48132,4.19585,0.11471,32,,,
2020-04-08,Brazil,PI,TOTAL,1,6,7,38,5,31,0.18331,1.16093,0.15789,,221,,
2020-04-08,Brazil,PR,TOTAL,2,17,39,550,17,539,0.14868,4.81023,0.03091,121,333,,
2020-04-08,Brazil,RJ,TOTAL,17,106,250,1938,106,1938,0.61396,11.22506,0.05470,183,,,
2020-04-08,Brazil,RN,TOTAL,3,11,8,262,11,261,0.31367,7.47109,0.04198,1,2619,,
2020-04-08,Brazil,RO,TOTAL,0,1,3,26,1,18,0.05627,1.46295,0.03846,8,31,,
2020-04-08,Brazil,RR,TOTAL,0,1,3,52,1,49,0.16508,8.58424,0.01923,2,28,,
2020-04-08,Brazil,RS,TOTAL,2,10,26,581,9,555,0.08789,5.10669,0.01721,3,,,
2020-04-08,Brazil,SC,TOTAL,2,17,44,501,15,457,0.23727,6.99253,0.03393,,,,
2020-04-08,Brazil,SE,TOTAL,0,4,3,39,4,36,0.17401,1.69661,0.10256,17,,,
2020-04-08,Brazil,SP,TOTAL,57,428,1026,6708,428,6708,0.93208,14.60832,0.06380,1,17000,,
2020-04-08,Brazil,TO,TOTAL,0,0,4,23,0,23,0.00000,1.46230,0.00000,,,,
2020-04-08,Brazil,TOTAL,TOTAL,135,826,2175,16258,800,15927,0.39306,7.73648,0.05081,796,88917,,
2020-04-09,Brazil,AC,TOTAL,0,2,4,62,2,62,0.22677,7.03000,0.03226,37,73,,
2020-04-09,Brazil,AL,TOTAL,0,3,0,37,3,37,0.08989,1.10866,0.08108,1,261,,
2020-04-09,Brazil,AM,TOTAL,10,40,95,899,40,899,0.96511,21.69089,0.04449,1,121,,
2020-04-09,Brazil,AP,TOTAL,0,2,21,128,2,128,0.23648,15.13484,0.01562,23,670,,
2020-04-09,Brazil,BA,TOTAL,1,19,53,568,19,559,0.12775,3.81898,0.03345,146,,,
2020-04-09,Brazil,CE,TOTAL,0,57,51,1445,55,1425,0.62417,15.82334,0.03945,,10055,,
2020-04-09,Brazil,DF,TOTAL,1,13,18,527,13,527,0.43114,17.47772,0.02467,148,72,,
2020-04-09,Brazil,ES,TOTAL,1,7,27,300,6,273,0.17419,7.46519,0.02333,41,1063,,
2020-04-09,Brazil,GO,TOTAL,0,7,20,179,7,179,0.09974,2.55046,0.03911,,2657,,
2020-04-09,Brazil,MA,TOTAL,4,16,21,293,12,273,0.22614,4.14124,0.05461,50,1372,,
